gender,age,place,group,netTime,minutes,mph
M,42,12530,M40-44 ,6:47:15,435.1666667,3.614994255
F,39,12531,F35-39 ,6:47:15,434.8333333,3.617765427
F,47,12532,F45-49 ,6:47:15,436.3,3.605603942
F,29,12533,F25-29 ,6:47:15,422.9166667,3.719704433
M,62,12534,M60-64 ,6:47:16,420.4166667,3.741823588
M,53,12535,M50-54 ,6:47:16,427.2166667,3.682265049
F,65,12536,F65-69 ,6:47:17,420.25,3.743307555
F,53,12537,F50-54 ,6:47:17,427.2166667,3.682265049
F,43,12538,F40-44 ,6:47:18,427.3333333,3.68125975
M,42,12539,M40-44 ,6:47:18,432.9833333,3.633222988
F,31,12540,F30-34 ,6:47:20,420.3666667,3.742268654
F,50,12541,F50-54 ,6:47:22,440.1833333,3.57379501
F,51,12542,F50-54 ,6:47:22,436.15,3.606843976
F,42,12543,F40-44 ,6:47:23,427.5833333,3.679107386
M,59,12544,M55-59 ,6:47:23,436.0333333,3.607809036
M,34,12545,M30-34 ,6:47:24,435.6666667,3.610845448
F,34,12546,F30-34 ,6:47:25,435.8333333,3.609464627
M,44,12547,M40-44 ,6:47:26,424.9666667,3.701760922
M,35,12548,M35-39 ,6:47:27,435.2,3.614717371
F,49,12549,F45-49 ,6:47:28,442.9666667,3.551339454
M,20,12550,M18-24 ,6:47:28,442.95,3.551473078
M,44,12551,M40-44 ,6:47:28,426.85,3.685428136
M,46,12552,M45-49 ,6:47:28,424.9666667,3.701760922
F,47,12553,F45-49 ,6:47:28,432.9333333,3.633642593
F,28,12554,F25-29 ,6:47:28,432.9333333,3.633642593
M,32,12555,M30-34 ,6:47:29,436.05,3.607671139
M,27,12556,M25-29 ,6:47:29,432.9333333,3.633642593
F,40,12557,F40-44 ,6:47:29,436.55,3.603539114
F,33,12558,F30-34 ,6:47:30,429.9,3.659281228
M,42,12559,M40-44 ,6:47:30,429.9166667,3.659139368
F,56,12560,F55-59 ,6:47:30,429.9333333,3.658997519
F,31,12561,F30-34 ,6:47:30,436.7,3.602301351
M,37,12562,M35-39 ,6:47:31,427.2,3.682408708
F,46,12563,F45-49 ,6:47:31,435.7166667,3.610431091
M,43,12564,M40-44 ,6:47:31,435.3666667,3.613333589
F,25,12565,F25-29 ,6:47:31,432.6833333,3.635742075
F,33,12566,F30-34 ,6:47:33,424.8166667,3.70306799
M,27,12567,M25-29 ,6:47:33,435.3666667,3.613333589
F,32,12568,F30-34 ,6:47:33,424.8166667,3.70306799
F,73,12569,F70-74 ,6:47:33,436.6666667,3.602576336
F,27,12570,F25-29 ,6:47:34,436.5,3.60395189
F,44,12571,F40-44 ,6:47:34,420.7833333,3.738562998
M,28,12572,M25-29 ,6:47:34,435.4,3.613056959
F,27,12573,F25-29 ,6:47:34,436.0666667,3.607533252
F,39,12574,F35-39 ,6:47:35,426.7833333,3.686003827
F,57,12575,F55-59 ,6:47:35,436.3333333,3.605328495
M,61,12576,M60-64 ,6:47:35,429.6,3.661836592
F,45,12577,F45-49 ,6:47:36,420.7833333,3.738562998
F,39,12578,F35-39 ,6:47:36,420.8,3.738414924
F,29,12579,F25-29 ,6:47:37,435.1833333,3.614855808
F,42,12580,F40-44 ,6:47:38,417.85,3.764807945
M,57,12581,M55-59 ,6:47:38,420.6,3.740192582
M,40,12582,M40-44 ,6:47:38,420.8333333,3.738118812
F,38,12583,F35-39 ,6:47:38,420.8166667,3.738266862
F,29,12584,F25-29 ,6:47:39,436.6166667,3.602988892
M,30,12585,M30-34 ,6:47:39,436.6166667,3.602988892
M,46,12586,M45-49 ,6:47:40,417.8666667,3.764657786
M,26,12587,M25-29 ,6:47:40,421.2166667,3.734716892
M,41,12588,M40-44 ,6:47:40,420.8666667,3.737822747
F,40,12589,F40-44 ,6:47:41,420.8833333,3.737674732
F,34,12590,F30-34 ,6:47:42,422.8666667,3.720144254
F,52,12591,F50-54 ,6:47:42,425.4166667,3.69784525
F,50,12592,F50-54 ,6:47:42,420.8833333,3.737674732
F,25,12593,F25-29 ,6:47:43,438.4,3.588332573
F,51,12594,F50-54 ,6:47:44,436.2166667,3.606292744
F,28,12595,F25-29 ,6:47:44,421.2333333,3.734569122
F,41,12596,F40-44 ,6:47:45,423.4,3.715458196
F,33,12597,F30-34 ,6:47:45,435.6333333,3.611121738
M,42,12598,M40-44 ,6:47:45,427.95,3.675955135
M,65,12599,M65-69 ,6:47:45,422.85,3.720290883
M,41,12600,M40-44 ,6:47:46,423.3833333,3.715604456
F,32,12601,F30-34 ,6:47:46,431.9666667,3.641774057
M,55,12602,M55-59 ,6:47:47,425.1833333,3.699874564
F,35,12603,F35-39 ,6:47:48,423.1,3.718092649
F,36,12604,F35-39 ,6:47:49,435.5,3.612227325
F,31,12605,F30-34 ,6:47:50,421.1333333,3.735455913
F,29,12606,F25-29 ,6:47:50,438.65,3.586287473
F,34,12607,F30-34 ,6:47:51,421.3666667,3.73338739
M,30,12608,M30-34 ,6:47:51,436.5666667,3.603401542
F,32,12609,F30-34 ,6:47:51,427.4666667,3.68011151
F,33,12610,F30-34 ,6:47:51,421.3833333,3.733239726
F,27,12611,F25-29 ,6:47:52,436.3166667,3.605466213
F,34,12612,F30-34 ,6:47:52,435.65,3.610983588
F,28,12613,F25-29 ,6:47:52,436.5833333,3.603263982
M,41,12614,M40-44 ,6:47:52,434,3.624711982
F,61,12615,F60-64 ,6:47:52,432.4833333,3.637423407
F,39,12616,F35-39 ,6:47:53,436.4333333,3.604502406
F,26,12617,F25-29 ,6:47:53,429.9833333,3.658572038
F,32,12618,F30-34 ,6:47:54,436.4333333,3.604502406
M,62,12619,M60-64 ,6:47:54,435.4333333,3.612780372
F,35,12620,F35-39 ,6:47:55,434.05,3.624294436
F,30,12621,F30-34 ,6:47:56,433.4333333,3.629450896
M,59,12622,M55-59 ,6:47:56,421.1333333,3.735455913
F,29,12623,F25-29 ,6:47:57,436.2833333,3.605741682
F,28,12624,F25-29 ,6:47:57,436.55,3.603539114
F,48,12625,F45-49 ,6:47:57,423.45,3.715019483
F,49,12626,F45-49 ,6:47:57,436.5666667,3.603401542
F,46,12627,F45-49 ,6:47:58,436.45,3.604364761
F,41,12628,F40-44 ,6:47:58,427.6833333,3.678247145
F,28,12629,F25-29 ,6:48:00,438.7833333,3.585197706
M,59,12630,M55-59 ,6:48:00,418.4333333,3.759559468
F,49,12631,F45-49 ,6:48:00,418.4333333,3.759559468
F,43,12632,F40-44 ,6:48:01,421.0666667,3.73604734
M,26,12633,M25-29 ,6:48:01,429.7833333,3.660274557
F,43,12634,F40-44 ,6:48:02,438.75,3.585470085
F,56,12635,F55-59 ,6:48:03,433.8666667,3.625825907
F,50,12636,F50-54 ,6:48:04,421.1666667,3.735160269
M,71,12637,M70-74 ,6:48:05,435.9333333,3.608636642
F,33,12638,F30-34 ,6:48:05,434,3.624711982
F,47,12639,F45-49 ,6:48:05,435.9833333,3.608222791
M,36,12640,M35-39 ,6:48:05,436.65,3.602713844
F,33,12641,F30-34 ,6:48:05,435.8666667,3.60918859
F,40,12642,F40-44 ,6:48:05,437.3333333,3.597084604
M,42,12643,M40-44 ,6:48:06,427.6,3.678963985
F,44,12644,F40-44 ,6:48:06,436.65,3.602713844
F,39,12645,F35-39 ,6:48:06,433.5333333,3.628613717
M,49,12646,M45-49 ,6:48:07,437.35,3.596947525
F,38,12647,F35-39 ,6:48:07,423.5666667,3.713996223
F,32,12648,F30-34 ,6:48:08,427.6333333,3.678677216
F,31,12649,F30-34 ,6:48:08,433.5166667,3.62875322
F,39,12650,F35-39 ,6:48:09,433.75,3.626801153
F,41,12651,F40-44 ,6:48:09,427.6333333,3.678677216
M,43,12652,M40-44 ,6:48:09,433.2,3.631405817
M,39,12653,M35-39 ,6:48:09,426.1166667,3.691770642
F,54,12654,F50-54 ,6:48:09,435.6666667,3.610845448
M,51,12655,M50-54 ,6:48:09,425.9166667,3.693504207
F,48,12656,F45-49 ,6:48:09,432.4,3.638124422
M,49,12657,M45-49 ,6:48:10,435.7,3.610569199
F,29,12658,F25-29 ,6:48:10,439.1,3.582612161
F,41,12659,F40-44 ,6:48:10,436.2166667,3.606292744
F,61,12660,F60-64 ,6:48:10,438.8666667,3.584516938
F,24,12661,F18-24 ,6:48:10,426.1333333,3.691626252
F,24,12662,F18-24 ,6:48:10,425.9333333,3.693359681
F,24,12663,F18-24 ,6:48:10,436.35,3.605190787
M,49,12664,M45-49 ,6:48:10,430.0666667,3.657863122
M,49,12665,M45-49 ,6:48:11,436.7166667,3.602163874
M,28,12666,M25-29 ,6:48:11,439.1166667,3.582476183
F,29,12667,F25-29 ,6:48:11,439.4666667,3.579623028
F,28,12668,F25-29 ,6:48:12,430.4833333,3.654322661
F,25,12669,F25-29 ,6:48:12,437.0166667,3.599691087
F,39,12670,F35-39 ,6:48:13,425.8166667,3.6943716
F,30,12671,F30-34 ,6:48:13,430.5166667,3.65403972
M,41,12672,M40-44 ,6:48:13,425.8166667,3.6943716
F,56,12673,F55-59 ,6:48:14,427.9,3.676384669
F,42,12674,F40-44 ,6:48:14,428.3333333,3.67266537
M,37,12675,M35-39 ,6:48:14,427.7833333,3.677387307
F,34,12676,F30-34 ,6:48:14,437.35,3.596947525
F,45,12677,F45-49 ,6:48:15,423.3,3.716335932
F,41,12678,F40-44 ,6:48:15,430.2666667,3.656162845
F,55,12679,F55-59 ,6:48:16,421.1833333,3.735012465
M,26,12680,M25-29 ,6:48:16,437.0833333,3.59914204
F,55,12681,F55-59 ,6:48:16,421.1833333,3.735012465
F,52,12682,F50-54 ,6:48:17,436.5666667,3.603401542
F,34,12683,F30-34 ,6:48:17,432.55,3.63686279
F,35,12684,F35-39 ,6:48:18,428.5166667,3.671094084
F,53,12685,F50-54 ,6:48:18,436.6,3.603126432
M,42,12686,M40-44 ,6:48:18,436.6666667,3.602576336
M,39,12687,M35-39 ,6:48:19,423.7833333,3.712097377
F,50,12688,F50-54 ,6:48:19,436.65,3.602713844
M,38,12689,M35-39 ,6:48:20,424.2,3.708451202
F,39,12690,F35-39 ,6:48:21,436.0166667,3.607946944
F,43,12691,F40-44 ,6:48:22,436.3166667,3.605466213
F,32,12692,F30-34 ,6:48:24,421.5833333,3.73146867
F,41,12693,F40-44 ,6:48:24,443.25,3.549069374
F,46,12694,F45-49 ,6:48:24,436.55,3.603539114
F,27,12695,F25-29 ,6:48:24,419.4833333,3.750148993
F,46,12696,F45-49 ,6:48:25,434,3.624711982
F,53,12697,F50-54 ,6:48:25,415.3666667,3.787316427
F,54,12698,F50-54 ,6:48:25,421.6666667,3.730731225
M,42,12699,M40-44 ,6:48:26,436.5833333,3.603263982
F,67,12700,F65-69 ,6:48:26,421.6666667,3.730731225
M,66,12701,M65-69 ,6:48:27,437.0333333,3.59955381
M,44,12702,M40-44 ,6:48:27,424.0666667,3.709617199
F,51,12703,F50-54 ,6:48:27,425.6333333,3.695962879
F,52,12704,F50-54 ,6:48:30,432.85,3.634342151
M,49,12705,M45-49 ,6:48:30,421.8333333,3.729257211
F,51,12706,F50-54 ,6:48:30,436.2166667,3.606292744
M,61,12707,M60-64 ,6:48:32,436.4333333,3.604502406
M,33,12708,M30-34 ,6:48:32,424.1666667,3.708742633
F,48,12709,F45-49 ,6:48:32,436.2333333,3.606154963
F,37,12710,F35-39 ,6:48:32,427.95,3.675955135
F,31,12711,F30-34 ,6:48:33,433.0333333,3.632803479
F,46,12712,F45-49 ,6:48:33,428.9166667,3.667670488
M,66,12713,M65-69 ,6:48:35,436.75,3.601888952
M,44,12714,M40-44 ,6:48:35,433.1333333,3.631964753
M,38,12715,M35-39 ,6:48:35,426.3166667,3.690038704
F,45,12716,F45-49 ,6:48:35,425.7833333,3.694660821
M,40,12717,M40-44 ,6:48:35,422.2833333,3.725283183
M,28,12718,M25-29 ,6:48:35,432.3,3.638965996
M,30,12719,M30-34 ,6:48:35,432.3,3.638965996
F,33,12720,F30-34 ,6:48:36,426.3166667,3.690038704
M,29,12721,M25-29 ,6:48:36,432.3333333,3.638685428
F,45,12722,F45-49 ,6:48:38,432.6333333,3.636162262
F,61,12723,F60-64 ,6:48:38,416.9666667,3.772783596
F,53,12724,F50-54 ,6:48:39,425.95,3.693215166
F,58,12725,F55-59 ,6:48:39,428.75,3.66909621
F,47,12726,F45-49 ,6:48:39,433.1833333,3.631545535
F,41,12727,F40-44 ,6:48:39,425.7166667,3.6952394
F,38,12728,F35-39 ,6:48:39,436.2166667,3.606292744
F,36,12729,F35-39 ,6:48:39,437.25,3.597770154
M,35,12730,M35-39 ,6:48:41,427.9833333,3.675668834
M,39,12731,M35-39 ,6:48:42,422.1833333,3.726165568
F,33,12732,F30-34 ,6:48:42,427.9833333,3.675668834
F,39,12733,F35-39 ,6:48:42,421.6166667,3.731173657
F,42,12734,F40-44 ,6:48:42,421.6166667,3.731173657
M,34,12735,M30-34 ,6:48:42,443.3333333,3.548402256
F,34,12736,F30-34 ,6:48:43,423.9333333,3.710783928
F,35,12737,F35-39 ,6:48:43,439.4,3.580166136
F,32,12738,F30-34 ,6:48:43,436.6666667,3.602576336
F,54,12739,F50-54 ,6:48:45,422.2833333,3.725283183
M,29,12740,M25-29 ,6:48:45,436.4,3.604777727
F,50,12741,F50-54 ,6:48:46,435.0333333,3.616102214
M,45,12742,M45-49 ,6:48:46,428.05,3.675096367
F,58,12743,F55-59 ,6:48:46,422.0333333,3.72748993
F,58,12744,F55-59 ,6:48:46,435,3.61637931
M,22,12745,M18-24 ,6:48:46,436.3333333,3.605328495
F,41,12746,F40-44 ,6:48:47,435.0666667,3.615825161
F,35,12747,F35-39 ,6:48:47,422.0333333,3.72748993
F,46,12748,F45-49 ,6:48:47,428.8166667,3.668525788
F,24,12749,F18-24 ,6:48:48,426.3,3.69018297
M,44,12750,M40-44 ,6:48:49,426.3166667,3.690038704
M,44,12751,M40-44 ,6:48:49,436.8,3.601476648
F,35,12752,F35-39 ,6:48:49,432.9666667,3.633362845
M,41,12753,M40-44 ,6:48:49,433.2833333,3.630707389
F,41,12754,F40-44 ,6:48:50,436.8,3.601476648
F,36,12755,F35-39 ,6:48:51,433.7166667,3.627079891
F,44,12756,F40-44 ,6:48:51,426.3333333,3.689894449
F,24,12757,F18-24 ,6:48:51,426.0166667,3.692637221
F,42,12758,F40-44 ,6:48:51,425.9333333,3.693359681
F,56,12759,F55-59 ,6:48:51,433.7333333,3.626940516
M,18,12760,M18-24 ,6:48:52,437.6166667,3.594755684
F,42,12761,F40-44 ,6:48:52,422.4166667,3.724107319
F,39,12762,F35-39 ,6:48:52,422.4333333,3.723960388
F,37,12763,F35-39 ,6:48:52,437.6333333,3.594618783
F,31,12764,F30-34 ,6:48:53,424.5333333,3.705539416
M,34,12765,M30-34 ,6:48:53,424.5333333,3.705539416
F,31,12766,F30-34 ,6:48:54,436.4833333,3.604089503
F,37,12767,F35-39 ,6:48:55,428.2333333,3.673523001
M,25,12768,M25-29 ,6:48:55,415.4833333,3.786252958
F,27,12769,F25-29 ,6:48:55,422.2666667,3.725430218
M,58,12770,M55-59 ,6:48:56,415.5,3.786101083
F,57,12771,F55-59 ,6:48:56,437.4666667,3.595988266
M,48,12772,M45-49 ,6:48:56,422.25,3.725577265
M,39,12773,M35-39 ,6:48:58,437.2166667,3.598044448
F,39,12774,F35-39 ,6:48:59,437.2166667,3.598044448
F,66,12775,F65-69 ,6:49:00,426.25,3.690615836
M,35,12776,M35-39 ,6:49:00,437.4333333,3.596262288
F,42,12777,F40-44 ,6:49:00,415.8,3.783369408
M,64,12778,M60-64 ,6:49:01,428.6666667,3.669809487
M,50,12779,M50-54 ,6:49:02,436.55,3.603539114
F,43,12780,F40-44 ,6:49:03,422,3.72778436
M,57,12781,M55-59 ,6:49:03,436.75,3.601888952
F,61,12782,F60-64 ,6:49:03,434.5833333,3.619846596
M,49,12783,M45-49 ,6:49:03,422.0166667,3.727637139
F,26,12784,F25-29 ,6:49:04,428.5666667,3.670665785
F,47,12785,F45-49 ,6:49:04,426.6333333,3.687299789
F,40,12786,F40-44 ,6:49:06,422.6666667,3.721904574
M,46,12787,M45-49 ,6:49:06,422.2333333,3.725724323
F,43,12788,F40-44 ,6:49:06,422.2333333,3.725724323
F,50,12789,F50-54 ,6:49:06,424.85,3.702777451
F,23,12790,F18-24 ,6:49:06,424.8333333,3.702922715
F,39,12791,F35-39 ,6:49:06,429.25,3.664822365
F,35,12792,F35-39 ,6:49:07,424.85,3.702777451
F,28,12793,F25-29 ,6:49:07,417.8833333,3.764507638
F,44,12794,F40-44 ,6:49:07,436.75,3.601888952
F,29,12795,F25-29 ,6:49:08,431.5166667,3.64557182
F,25,12796,F25-29 ,6:49:08,422.35,3.724695158
M,39,12797,M35-39 ,6:49:09,432.9833333,3.633222988
F,57,12798,F55-59 ,6:49:09,420.1833333,3.743901472
F,40,12799,F40-44 ,6:49:11,432.8833333,3.634062295
F,26,12800,F25-29 ,6:49:11,429,3.666958042
F,48,12801,F45-49 ,6:49:11,422.1,3.726901208
F,37,12802,F35-39 ,6:49:12,433.25,3.630986728
F,35,12803,F35-39 ,6:49:12,417.8833333,3.764507638
M,37,12804,M35-39 ,6:49:12,419.6166667,3.748957382
M,32,12805,M30-34 ,6:49:13,433.4166667,3.629590463
F,23,12806,F18-24 ,6:49:13,424.3333333,3.707285939
F,33,12807,F30-34 ,6:49:13,422.2333333,3.725724323
F,32,12808,F30-34 ,6:49:14,433.4333333,3.629450896
F,68,12809,F65-69 ,6:49:15,422.4,3.724254261
M,51,12810,M50-54 ,6:49:15,437.1666667,3.598455966
F,39,12811,F35-39 ,6:49:15,431.7333333,3.643742279
M,55,12812,M55-59 ,6:49:15,431.7333333,3.643742279
M,51,12813,M50-54 ,6:49:16,427.0333333,3.683845914
F,45,12814,F45-49 ,6:49:16,427.05,3.683702143
M,33,12815,M30-34 ,6:49:16,413.9833333,3.799971819
M,39,12816,M35-39 ,6:49:16,422.1166667,3.726754057
F,33,12817,F30-34 ,6:49:18,440.45,3.571631286
F,35,12818,F35-39 ,6:49:19,413.8166667,3.801502276
M,50,12819,M50-54 ,6:49:19,440.0333333,3.575013257
F,43,12820,F40-44 ,6:49:20,437.15,3.59859316
F,57,12821,F55-59 ,6:49:20,440.0166667,3.575148669
F,62,12822,F60-64 ,6:49:21,422.4333333,3.723960388
M,49,12823,M45-49 ,6:49:21,441.75,3.561120543
F,62,12824,F60-64 ,6:49:21,422.4333333,3.723960388
F,40,12825,F40-44 ,6:49:22,426.9666667,3.68442111
F,36,12826,F35-39 ,6:49:22,434.05,3.624294436
F,33,12827,F30-34 ,6:49:23,426.9666667,3.68442111
F,47,12828,F45-49 ,6:49:23,426.95,3.684564937
M,18,12829,M18-24 ,6:49:23,438,3.591609589
F,60,12830,F60-64 ,6:49:24,433.8333333,3.626104495
M,47,12831,M45-49 ,6:49:24,419.9333333,3.746130338
F,55,12832,F55-59 ,6:49:24,437.55,3.595303394
F,34,12833,F30-34 ,6:49:24,428.75,3.66909621
F,48,12834,F45-49 ,6:49:25,430.9666667,3.650224302
M,63,12835,M60-64 ,6:49:26,433.4666667,3.629171793
F,36,12836,F35-39 ,6:49:26,431.3666667,3.646839502
F,22,12837,F18-24 ,6:49:27,431.4333333,3.646275979
M,57,12838,M55-59 ,6:49:27,416.4166667,3.77776666
F,28,12839,F25-29 ,6:49:28,423.1333333,3.717799748
F,34,12840,F30-34 ,6:49:28,427.1,3.683270897
F,33,12841,F30-34 ,6:49:29,437.9666667,3.591882944
M,54,12842,M50-54 ,6:49:29,422.3833333,3.724401215
M,69,12843,M65-69 ,6:49:30,410.3166667,3.833929079
M,54,12844,M50-54 ,6:49:31,426.7166667,3.686579698
M,58,12845,M55-59 ,6:49:32,426.7333333,3.686435713
M,34,12846,M30-34 ,6:49:32,437.6833333,3.594208141
F,33,12847,F30-34 ,6:49:32,437.7,3.594071282
M,52,12848,M50-54 ,6:49:32,426.7333333,3.686435713
F,34,12849,F30-34 ,6:49:34,437.9,3.592429778
M,46,12850,M45-49 ,6:49:35,437.35,3.596947525
F,63,12851,F60-64 ,6:49:35,437.8833333,3.592566513
M,31,12852,M30-34 ,6:49:35,423.2333333,3.71692132
F,43,12853,F40-44 ,6:49:35,438.85,3.584653071
M,31,12854,M30-34 ,6:49:35,437.4833333,3.595851271
F,30,12855,F30-34 ,6:49:35,438.85,3.584653071
M,59,12856,M55-59 ,6:49:36,429.15,3.665676337
M,39,12857,M35-39 ,6:49:36,437.4833333,3.595851271
F,59,12858,F55-59 ,6:49:36,429.15,3.665676337
F,42,12859,F40-44 ,6:49:36,423.2166667,3.717067696
F,49,12860,F45-49 ,6:49:37,422.6,3.722491718
M,50,12861,M50-54 ,6:49:37,422.6166667,3.722344915
M,50,12862,M50-54 ,6:49:39,423.2166667,3.717067696
F,44,12863,F40-44 ,6:49:40,437.45,3.596125271
M,44,12864,M40-44 ,6:49:42,429.9333333,3.658997519
M,44,12865,M40-44 ,6:49:42,431.1666667,3.648531117
F,44,12866,F40-44 ,6:49:42,429.5333333,3.662404936
F,33,12867,F30-34 ,6:49:43,431.35,3.64698041
M,29,12868,M25-29 ,6:49:43,429.65,3.66141045
M,43,12869,M40-44 ,6:49:44,434.7,3.618875086
M,52,12870,M50-54 ,6:49:44,428.9833333,3.667100509
M,67,12871,M65-69 ,6:49:44,429.0166667,3.666815586
F,36,12872,F35-39 ,6:49:46,429.3333333,3.664111025
F,40,12873,F40-44 ,6:49:48,418.1666667,3.761956955
F,47,12874,F45-49 ,6:49:48,438.3166667,3.589014791
F,49,12875,F45-49 ,6:49:49,427.4833333,3.67996803
M,21,12876,M18-24 ,6:49:49,437.4166667,3.596399314
F,20,12877,F18-24 ,6:49:50,437.4333333,3.596262288
M,54,12878,M50-54 ,6:49:51,427.8,3.677244039
F,43,12879,F40-44 ,6:49:52,414.5333333,3.794930042
F,36,12880,F35-39 ,6:49:52,423.1333333,3.717799748
M,37,12881,M35-39 ,6:49:53,429.2833333,3.664537796
M,49,12882,M45-49 ,6:49:53,432,3.641493056
M,25,12883,M25-29 ,6:49:53,435.6166667,3.6112599
M,25,12884,M25-29 ,6:49:54,435.6666667,3.610845448
F,39,12885,F35-39 ,6:49:55,435.6333333,3.611121738
F,25,12886,F25-29 ,6:49:55,431.65,3.644445731
F,33,12887,F30-34 ,6:49:59,437.5166667,3.595577311
F,41,12888,F40-44 ,6:49:59,437.7,3.594071282
M,55,12889,M55-59 ,6:50:00,427.3333333,3.68125975
M,44,12890,M40-44 ,6:50:00,435.55,3.611812651
M,56,12891,M55-59 ,6:50:01,436.2333333,3.606154963
F,39,12892,F35-39 ,6:50:02,435.6666667,3.610845448
F,44,12893,F40-44 ,6:50:02,427.6166667,3.678820595
M,57,12894,M55-59 ,6:50:03,429.3666667,3.663826566
M,34,12895,M30-34 ,6:50:03,427.6666667,3.678390491
F,22,12896,F18-24 ,6:50:03,435.6666667,3.610845448
F,54,12897,F50-54 ,6:50:03,429.3666667,3.663826566
M,61,12898,M60-64 ,6:50:04,410.7166667,3.830195187
M,48,12899,M45-49 ,6:50:04,429.75,3.660558464
F,40,12900,F40-44 ,6:50:04,435.3,3.613886975
M,42,12901,M40-44 ,6:50:04,439.5166667,3.579215805
F,31,12902,F30-34 ,6:50:06,431.8666667,3.64261732
F,50,12903,F50-54 ,6:50:06,425.1333333,3.700309707
M,34,12904,M30-34 ,6:50:08,438.7333333,3.585606291
M,46,12905,M45-49 ,6:50:08,436.2333333,3.606154963
M,26,12906,M25-29 ,6:50:08,435,3.61637931
M,38,12907,M35-39 ,6:50:08,433.9666667,3.624990399
M,53,12908,M50-54 ,6:50:08,435.75,3.610154905
F,32,12909,F30-34 ,6:50:09,438.75,3.585470085
M,68,12910,M65-69 ,6:50:09,429.5166667,3.662547049
F,38,12911,F35-39 ,6:50:09,429.9333333,3.658997519
M,35,12912,M35-39 ,6:50:10,418.8166667,3.756118429
M,30,12913,M30-34 ,6:50:10,434.0166667,3.624572789
F,41,12914,F40-44 ,6:50:11,429.95,3.658855681
F,36,12915,F35-39 ,6:50:12,429.9166667,3.659139368
F,29,12916,F25-29 ,6:50:12,439.2333333,3.581524626
M,37,12917,M35-39 ,6:50:13,435.2833333,3.614025347
M,61,12918,M60-64 ,6:50:13,437.7333333,3.593797594
F,70,12919,F70-74 ,6:50:13,438.6166667,3.586560018
M,30,12920,M30-34 ,6:50:14,434.5666667,3.619985426
F,18,12921,F18-24 ,6:50:14,427.4333333,3.680398503
F,52,12922,F50-54 ,6:50:14,438.1166667,3.590653175
M,34,12923,M30-34 ,6:50:15,439.2833333,3.581116971
F,40,12924,F40-44 ,6:50:15,427.6833333,3.678247145
F,35,12925,F35-39 ,6:50:15,438.6166667,3.586560018
F,38,12926,F35-39 ,6:50:16,427.4666667,3.68011151
F,28,12927,F25-29 ,6:50:18,429.5166667,3.662547049
M,40,12928,M40-44 ,6:50:18,415.15,3.789293027
F,39,12929,F35-39 ,6:50:19,438.4,3.588332573
F,30,12930,F30-34 ,6:50:19,437.85,3.592840014
F,50,12931,F50-54 ,6:50:19,438.3833333,3.588468996
F,61,12932,F60-64 ,6:50:20,427.8333333,3.676957538
F,42,12933,F40-44 ,6:50:20,425.9666667,3.693070663
F,56,12934,F55-59 ,6:50:21,427.75,3.677673875
F,38,12935,F35-39 ,6:50:21,425.9833333,3.692926171
F,50,12936,F50-54 ,6:50:22,435.95,3.608498681
F,24,12937,F18-24 ,6:50:22,425.5666667,3.696541866
F,36,12938,F35-39 ,6:50:23,434.3,3.622208151
F,41,12939,F40-44 ,6:50:23,434.6666667,3.619152607
F,26,12940,F25-29 ,6:50:24,434.3,3.622208151
F,44,12941,F40-44 ,6:50:24,436.6,3.603126432
F,33,12942,F30-34 ,6:50:24,429.7833333,3.660274557
M,26,12943,M25-29 ,6:50:24,434.3,3.622208151
F,32,12944,F30-34 ,6:50:24,430.1333333,3.657296187
M,38,12945,M35-39 ,6:50:24,425.4166667,3.69784525
F,38,12946,F35-39 ,6:50:25,421.2666667,3.734273619
M,40,12947,M40-44 ,6:50:27,432.8333333,3.634482095
M,38,12948,M35-39 ,6:50:28,427.5666667,3.679250799
F,30,12949,F30-34 ,6:50:29,436.0833333,3.607395376
M,41,12950,M40-44 ,6:50:30,434.2333333,3.622764259
F,36,12951,F35-39 ,6:50:30,436.0833333,3.607395376
F,42,12952,F40-44 ,6:50:31,426.3333333,3.689894449
M,31,12953,M30-34 ,6:50:31,419.0666667,3.753877665
M,54,12954,M50-54 ,6:50:31,419.05,3.754026966
M,41,12955,M40-44 ,6:50:31,426.35,3.689750205
M,25,12956,M25-29 ,6:50:31,434.6666667,3.619152607
F,26,12957,F25-29 ,6:50:31,434.6833333,3.619013841
F,46,12958,F45-49 ,6:50:32,441.35,3.564348023
F,22,12959,F18-24 ,6:50:32,441.25,3.565155807
M,50,12960,M50-54 ,6:50:32,419.0666667,3.753877665
F,68,12961,F65-69 ,6:50:32,428.3,3.672951202
F,39,12962,F35-39 ,6:50:32,419.0666667,3.753877665
M,45,12963,M45-49 ,6:50:34,436.9333333,3.600377632
F,29,12964,F25-29 ,6:50:35,425.9,3.693648744
M,38,12965,M35-39 ,6:50:35,425.9,3.693648744
M,38,12966,M35-39 ,6:50:36,428.3333333,3.67266537
F,68,12967,F65-69 ,6:50:36,427.8333333,3.676957538
M,43,12968,M40-44 ,6:50:37,419.0666667,3.753877665
F,36,12969,F35-39 ,6:50:38,439.1833333,3.581932374
M,55,12970,M55-59 ,6:50:38,419.1666667,3.752982107
F,51,12971,F50-54 ,6:50:39,435.45,3.612642094
F,29,12972,F25-29 ,6:50:40,433.1666667,3.631685264
M,46,12973,M45-49 ,6:50:40,443.1333333,3.550003761
F,35,12974,F35-39 ,6:50:41,433.1666667,3.631685264
